(5.46432e-08,-4.72062e-08)
(1.01462e-07,-1.74299e-07)
(1.90324e-07,-5.60413e-08)
(2.26617e-07,-3.39324e-07)
(2.98113e-07,-8.13837e-08)
(4.0448e-07,-5.42547e-07)
(4.42928e-07,-1.44919e-07)
(5.97207e-07,-8.27308e-07)
(5.90583e-07,-1.86295e-07)
(8.32583e-07,-1.09522e-06)
(7.61228e-07,-3.05941e-07)
(1.04388e-06,-1.32985e-06)
(8.53329e-07,-3.32314e-07)
(1.17776e-06,-1.47063e-06)
(8.24837e-07,-3.9668e-07)
(1.16955e-06,-1.44831e-06)
(6.93494e-07,-3.27306e-07)
(9.73075e-07,-1.15989e-06)
(3.94128e-07,-2.01078e-07)
(5.49738e-07,-6.51148e-07)
(1.65894e-07,-7.13515e-08)
(2.62126e-07,-3.70758e-07)
(3.45198e-07,-9.94755e-08)
(5.335e-07,-7.46e-07)
(6.24701e-07,-1.95276e-07)
(8.62409e-07,-1.22106e-06)
(8.93505e-07,-2.83944e-07)
(1.303e-06,-1.82379e-06)
(1.27052e-06,-4.68525e-07)
(1.79954e-06,-2.47541e-06)
(1.63361e-06,-6.17468e-07)
(2.31768e-06,-3.05462e-06)
(1.87481e-06,-8.33389e-07)
(2.64173e-06,-3.42692e-06)
(1.91082e-06,-9.24586e-07)
(2.69289e-06,-3.36204e-06)
(1.60012e-06,-8.1508e-07)
(2.23345e-06,-2.74194e-06)
(9.32079e-07,-4.88062e-07)
(1.28742e-06,-1.53366e-06)
(3.01528e-07,-8.54205e-08)
(4.19009e-07,-5.55041e-07)
(5.97043e-07,-1.55633e-07)
(8.59303e-07,-1.25024e-06)
(9.56685e-07,-2.60471e-07)
(1.43284e-06,-2.09831e-06)
(1.50357e-06,-5.1995e-07)
(2.19038e-06,-3.18546e-06)
(2.15814e-06,-8.06762e-07)
(3.11724e-06,-4.38744e-06)
(2.81946e-06,-1.19557e-06)
(4.04459e-06,-5.54488e-06)
(3.36032e-06,-1.58846e-06)
(4.75647e-06,-6.31968e-06)
(3.46515e-06,-1.78494e-06)
(4.88324e-06,-6.30464e-06)
(2.9694e-06,-1.61673e-06)
