(-0.000710646,-3.01662e-05)
(0.00108051,0.00265855)
(-0.00936703,0.000709385)
(-0.00666755,0.00671668)
(-0.0173517,0.000996596)
(-0.0167559,-0.00628073)
(0.0125263,-0.000393912)
(-0.0100115,-0.00376269)
(0.00545085,-0.00413264)
(-0.00770397,0.000379204)
(-0.00400018,-0.0108411)
(-0.01017,0.0115376)
(0.00169256,0.00709602)
(-0.0099482,0.00328676)
(-0.0130015,-0.00343061)
(1.9673e-05,0.00435225)
(0.00178916,-0.0041512)
(-0.0018661,-0.002846)
(0.0153146,0.00547078)
(-0.00262247,-0.00226878)
(0.0141842,0.000448716)
(0.0101172,-0.0013356)
(-0.0112164,0.0127741)
(-0.00413037,-0.00174521)
(-0.00689119,-0.000653623)
(0.00464217,-0.0107056)
(-0.00659909,-0.0054554)
(0.00618865,-0.00962947)
(-0.00504343,-0.000188346)
(0.0125011,0.00123449)
(0.0019612,-0.00240534)
(0.00596743,0.00438798)
(0.000124294,0.00317837)
(0.00546037,0.00334667)
(-0.020676,-0.0067428)
(0.00351535,-0.000419383)
(-0.00665708,-0.00596093)
(0.0028379,-0.00205366)
(-0.011784,-0.00444605)
(-0.0127847,0.00186317)
(0.000974564,0.00497603)
(-0.00116784,-0.00405199)
(-0.00393521,-0.0116784)
(-0.0140644,0.0119803)
(0.00228883,0.000100444)
(-0.00753028,0.0135001)
(-0.0105713,-0.00518181)
(0.00200151,0.0102045)
(-0.013335,-0.000918478)
(0.00278623,-0.0102692)
(-0.00575261,0.000415633)
(0.00190738,0.00873942)
(0.0113018,-0.0180634)
(0.00215578,0.0056994)
(-0.00506176,0.00345527)
(-0.0200243,0.0112859)
(-0.0113101,-0.010005)
(-0.00165026,-0.00916171)
(0.0017075,-0.0104662)
(-0.00832179,-0.000441254)
(0.00306993,-0.00211322)
(0.00382654,-0.000654881)
(-0.00634096,-0.00168196)
(0.00622268,0.00335197)
(-0.00538535,-0.0030981)
(0.0103053,0.0051503)
(-0.00976643,-0.00534764)
(0.015406,0.00385098)
(0.00755411,-0.00573781)
(0.0104365,-0.0113335)
(-0.000588426,-0.00661728)
(-0.0051744,-0.00782187)
(0.00104349,0.00199175)
(0.00792418,0.00913142)
(0.00263155,-0.00218028)
(-0.00601907,0.00210953)
(-0.00403572,-0.0201704)
(-0.00347916,0.00265593)
(0.00397142,-0.00206261)
(-0.00312754,-0.00364678)
(-0.000530738,0.00805944)
(-0.0107535,0.000353868)
(-0.000330327,-0.00175994)
(-0.000107794,0.000742814)
(-0.0181477,-0.00224928)
(-0.00250796,-0.0105949)
(0.00979193,-0.00221554)
(-0.00243398,0.000842787)
(0.0100309,-0.016165)
(0.000986384,-0.0039251)
(0.0172688,-0.00572725)
(0.00537835,0.00410144)
(-0.0109391,0.015623)
(-0.0120912,-0.00182267)
(0.0068575,0.00425265)
(-0.0083208,0.00120736)
(-0.0097231,-0.006923)
(-0.0100691,0.00788597)
(-0.00770117,0.00201543)
(-0.0193197,0.00536503)
(-0.00503473,0.00435104)
(0.00307104,-0.00789016)
(-0.00554331,-0.00346004)
(-0.00458256,0.00847181)
(-0.00427714,0.00170435)
(0.0108687,-0.0102279)
(-0.00839423,-0.00746793)
(0.0090331,0.00682479)
(0.0129801,-0.00451978)
(-0.00493174,-0.0187719)
(-0.00548612,0.0103993)
(-0.000315622,-0.00268372)
(-0.0166644,0.00793179)
(-0.00955698,0.00267628)
(-0.000765997,0.000183693)
(-0.00519498,0.00968767)
(0.00463918,0.00479552)
(-0.0144004,-0.00186581)
(-0.00926732,0.0161599)
(-0.0141589,0.000468146)
(0.00022059,0.00166078)
(0.00318215,0.00387507)
(0.0125417,0.000920087)
(0.0037311,-0.00340985)
(0.00719128,-0.009962)
(0.00380405,-3.28332e-05)
(0.00599898,-0.00350885)
(-0.00291119,-0.00316917)
(-0.00525305,2.15292e-05)
