(0.000888456,0.0111188)
(0.00073378,-0.000989629)
(-0.00260274,0.0106859)
(0.0025867,-0.00108313)
(0.00670741,-0.00312211)
(-0.00196155,0.00475839)
(0.0151462,-0.000675869)
(-0.0158472,0.00406684)
(0.0191539,-0.00428305)
(-0.0161645,0.00505386)
(0.0118597,0.00191593)
(-0.0141878,0.00682255)
(0.0143095,0.00630529)
(-0.00477811,0.011535)
(0.0205866,0.00192002)
(-0.00720568,-0.00219439)
(0.00298148,0.00228461)
(0.00429999,0.00597933)
(0.00106808,-0.014366)
(-0.000444008,0.00132824)
(-0.00112138,0.015461)
(0.00255727,-0.00539009)
(0.00187155,0.000564975)
(0.00421292,-0.00290414)
(0.0175671,0.00547886)
(-0.00572032,-0.00440984)
(0.0301908,-0.00284457)
(-0.00628968,-0.00988267)
(0.0194799,-0.0013079)
(-0.0107235,-0.000422518)
(0.0342717,0.00418147)
(-0.0027201,-0.00434125)
(0.0250204,0.0195026)
(-0.00837482,0.000866189)
(0.0170247,0.0114471)
(-0.00760037,-0.00071579)
(-0.0109149,-0.000740997)
(-0.0161743,0.00503133)
(-0.00742636,-0.00910415)
(-0.00800133,0.00318544)
(0.00800887,0.00242609)
(0.00651457,-0.00320454)
(0.0158758,0.00925392)
(0.00703749,-0.0117176)
(0.0234109,0.0155214)
(-0.000408815,-0.00745229)
(0.0237222,0.00896658)
(0.00222837,-0.00843201)
(0.021582,0.00308832)
(-0.00407704,0.0011786)
(0.0226452,0.00547324)
(0.00321469,0.00678568)
(0.0238751,0.0132294)
(-0.00421159,0.0136826)
(0.0101438,0.00544769)
(-0.0194698,0.0180842)
(-0.00404764,-0.00256318)
(-0.0238128,0.00508548)
(-0.0151142,-0.0075037)
(-0.0186352,0.0166552)
(0.00216998,0.0104553)
(0.00923062,-0.0120893)
(0.0165233,0.0148796)
(0.00934139,-0.00812215)
(0.025064,0.0198171)
(0.00740925,0.00311456)
(0.00945373,0.0183618)
(0.00595421,0.00341141)
(0.00214675,0.00913943)
(-0.00688617,0.00856346)
(0.00511078,-0.000988754)
(0.00118877,0.0154638)
(0.00899416,-0.00446428)
(-0.00651861,0.0269896)
(0.00424819,-0.00861976)
(-0.00439872,0.0299931)
(-0.00162164,-0.0114164)
(-0.0197382,0.0143586)
(-0.00875755,-0.0192422)
(-0.0120244,0.00975392)
(0.00617916,-0.00742046)
(0.00755949,-0.00759464)
(0.0161224,0.000915308)
(0.0177587,-0.00277014)
(0.0284837,0.0117229)
(0.0229878,0.00420518)
(0.0125302,0.0107943)
(0.0111347,-0.000410837)
(-0.00711337,-0.00193689)
(0.00474495,-0.0012701)
(0.000276993,-0.0271293)
(-0.00685629,0.00946377)
(-0.000464059,-0.0282535)
(0.00224143,0.0319438)
(-0.00622217,-0.0281749)
(0.00429149,0.0272397)
(-0.00481212,-0.0126481)
(-0.0145676,0.0164227)
(-0.0118334,-0.0035198)
(-0.00610979,0.00894844)
(-0.00706853,0.0053693)
(0.00281824,-0.0111089)
(0.0056571,-0.00603381)
