(3.5089e-08,7.52085e-09)
(1.05972e-08,-1.86369e-08)
(1.00914e-09,2.35631e-08)
(9.95776e-09,-5.04159e-08)
(-1.66319e-08,1.78667e-08)
(-9.37304e-10,-7.04945e-08)
(-2.23917e-08,5.11068e-08)
(1.86002e-08,-1.0394e-07)
(-2.41623e-08,4.37033e-08)
(6.48421e-09,-1.91088e-07)
(-2.35478e-08,1.06134e-07)
(6.68666e-09,-2.54038e-07)
(-4.85546e-08,8.77952e-08)
(5.02649e-09,-3.16839e-07)
(-2.18147e-08,1.10562e-07)
(1.72504e-08,-3.17182e-07)
(-3.94491e-08,8.51231e-08)
(2.21172e-10,-2.74204e-07)
(-1.44845e-08,5.13715e-08)
(2.70152e-09,-1.59567e-07)
(7.21155e-09,2.57533e-08)
(1.21936e-08,-1.23781e-08)
(-2.92974e-09,8.98888e-09)
(1.31733e-08,-7.83476e-08)
(-1.8631e-08,5.20099e-08)
(2.54906e-08,-1.53957e-07)
(-1.19773e-08,7.74112e-08)
(4.37987e-08,-2.89855e-07)
(-1.05485e-08,1.48526e-07)
(5.60058e-08,-4.39473e-07)
(-5.88473e-08,1.68113e-07)
(3.47497e-08,-6.04673e-07)
(-4.73867e-08,2.43085e-07)
(5.51511e-08,-7.37609e-07)
(-6.79923e-08,2.60243e-07)
(2.68338e-08,-7.75356e-07)
(-5.82712e-08,2.39644e-07)
(2.07514e-08,-6.57794e-07)
(-3.90463e-08,1.48178e-07)
(-2.63425e-09,-3.87025e-07)
(-1.84372e-08,4.71035e-08)
(-7.12486e-09,-5.91965e-08)
(-1.89801e-08,4.21063e-08)
(1.76937e-08,-1.57017e-07)
(-1.07225e-08,6.11967e-08)
(5.9639e-08,-3.29345e-07)
(-6.07157e-10,1.56223e-07)
(1.02912e-07,-5.38421e-07)
(-3.16956e-08,2.39363e-07)
(1.11215e-07,-8.16278e-07)
(-4.32899e-08,3.63223e-07)
(1.1907e-07,-1.14909e-06)
(-7.66495e-08,4.83517e-07)
(1.09862e-07,-1.42523e-06)
(-9.57986e-08,5.45141e-07)
(8.02541e-08,-1.52646e-06)
(-1.15417e-07,5.10181e-07)
(2.88114e-08,-1.32881e-06)
(-6.66004e-08,3.12127e-07)
(6.277e-09,-7.75366e-07)
(-1.37801e-08,4.40493e-08)
(8.68572e-09,-1.05615e-07)
(-1.93669e-08,5.99147e-08)
(6.2305e-08,-2.70556e-07)
(-1.99108e-09,1.53623e-07)
(1.12855e-07,-5.37429e-07)
(-2.49847e-08,2.46037e-07)
(1.55203e-07,-9.18321e-07)
(-1.84587e-08,4.31971e-07)
(2.0699e-07,-1.42743e-06)
(-5.70014e-08,6.69016e-07)
(2.64142e-07,-2.04791e-06)
(-9.0979e-08,8.9621e-07)
(2.19149e-07,-2.59588e-06)
(-1.38875e-07,1.06478e-06)
(1.73767e-07,-2.83943e-06)
(-1.5275e-07,9.88893e-07)
(8.59112e-08,-2.49781e-06)
(-1.13261e-07,6.34899e-07)
(1.69639e-08,-1.48718e-06)
(-1.26017e-08,3.60751e-08)
(4.47509e-08,-1.74317e-07)
(8.27824e-10,1.19637e-07)
(9.2244e-08,-4.16513e-07)
(-2.62676e-09,2.12084e-07)
(1.73471e-07,-8.20032e-07)
(1.30745e-08,4.05944e-07)
(2.69373e-07,-1.43583e-06)
(9.04823e-09,7.10763e-07)
