  0.00593806   -0.0028786     0.108735
 -0.00137887  -0.00890939     0.329148
 -0.00573305 -0.000276455      0.02085
 0.000549502 -1.36019e-05  0.000244186
 1.54244e-05 -1.45154e-07  4.42808e-06
 1.09455e-06 -2.47759e-09   3.2152e-08
 1.15972e-08 -2.50009e-11  5.42709e-10
 2.04357e-10 -3.71866e-13  3.75912e-12
 2.33623e-12  -7.0262e-15  6.29726e-14
 3.40836e-14 -5.61641e-16  6.59875e-16
 2.66632e-16 -8.07703e-18 -9.59388e-19
 4.33744e-17 -3.10383e-20  2.32181e-19
  6.8166e-19 -7.61719e-21  1.22661e-18
 6.49215e-20 -4.26896e-20  6.84687e-18
 2.37813e-19 -2.30128e-19  3.51553e-17
-8.48818e-19 -1.03772e-18  1.80601e-16
 1.31181e-17 -5.12663e-18  1.69299e-15
-1.54727e-16 -4.93461e-17  8.71238e-15
 1.68993e-15 -2.29633e-16  1.89414e-13
 1.82987e-15 -3.65444e-15  4.11549e-13
 2.36298e-14 -8.53061e-15  6.11176e-12
-5.52352e-14 -4.48736e-14  7.10189e-12
-1.11903e-11 -4.66709e-14  1.96091e-11
-5.61422e-09 -8.35702e-13  9.97687e-12
-1.88673e-07 -1.38881e-10  6.83782e-11
 1.78271e-06 -6.74414e-08 -4.13083e-08
 6.78358e-07 -2.69714e-06 -1.78262e-06
-1.78168e-06  2.89542e-05 -6.37708e-07
-5.25696e-07   0.00011755  8.46315e-08
-8.56833e-08  4.36694e-08  6.15521e-07
-9.27214e-05   -0.0015271   0.00214798
-7.77985e-05  -0.00449687   0.00201732
-4.23962e-05 -0.000150056  0.000294962
-8.74014e-06 -7.20093e-06  1.38468e-05
 1.45275e-06 -8.02228e-08  1.83221e-07
 5.78129e-08 -1.34527e-09   3.1756e-09
 1.15255e-09 -1.57551e-11  3.86971e-11
 1.45538e-11 -2.33746e-13  1.22328e-12
 5.00358e-13 -3.87841e-15  2.02171e-14
 7.77351e-15 -2.92854e-16  1.18389e-16
 5.55223e-17 -4.15625e-18   2.8388e-18
  1.9542e-18 -1.65091e-20  3.43683e-20
 1.99837e-20 -3.83959e-21  4.82493e-21
 4.71374e-22 -2.14321e-20  2.84848e-20
 1.04324e-21 -1.15566e-19  1.57958e-19
-4.53763e-21 -5.20932e-19  6.73084e-19
 2.94826e-20 -2.57281e-18  3.57665e-18
 5.24429e-20   -2.477e-17  3.82449e-17
-3.01131e-18 -1.15317e-16  2.08085e-16
 3.12396e-17 -1.83073e-15  2.07711e-15
 2.04691e-17 -4.30713e-15  5.38545e-15
-1.13248e-14 -2.25171e-14  3.65341e-14
-1.44845e-13  -2.4556e-14  8.23124e-14
-8.66624e-11 -4.90933e-13   3.2421e-13
-8.87187e-09 -6.86947e-11  2.22358e-11
-2.42813e-06 -3.24788e-08  3.65807e-09
 1.02302e-05 -4.14043e-07  5.66884e-07
 7.83739e-05  0.000201388  0.000148109
-1.49809e-05   0.00717363 -8.96475e-05
-0.000117592   1.8303e-05  1.09189e-07
-1.46164e-06  0.000135153  3.75981e-05
-1.82522e-06  0.000691797  2.58974e-05
 -1.3327e-06  9.05136e-06  4.03384e-06
-7.71662e-09  6.55914e-07  2.24458e-07
 1.45102e-08  2.97003e-09  5.00559e-09
 1.34002e-09  7.31295e-11  8.56098e-11
 2.01349e-11  -1.8804e-12  4.32627e-12
 1.14639e-12 -2.72597e-14  6.67419e-14
 2.16432e-14  8.08171e-17  3.32775e-16
 2.91623e-16  3.19807e-17  1.68844e-17
 1.06821e-17  5.23652e-19  1.94837e-19
 1.05508e-19  1.26216e-21  1.36242e-21
 1.64883e-21  5.96556e-22  7.24807e-23
  2.3529e-23  3.45277e-21  1.31241e-22
-2.43587e-23  1.85881e-20  5.47494e-22
-3.93179e-22  8.40287e-20  2.29498e-21
-1.35881e-20  4.15771e-19  1.27807e-20
-1.77267e-20  3.99393e-18  2.49502e-19
 -5.9421e-19  1.84261e-17  1.80321e-18
-1.05028e-17  2.99462e-16  1.98359e-17
 1.21478e-16  6.50278e-16  3.21158e-16
-7.16674e-16  3.49607e-15  1.08848e-15
-3.66469e-13  2.15062e-15  1.81166e-14
-2.92643e-10  -2.3462e-14  8.48556e-13
 -1.6297e-07  9.86027e-12  4.81604e-10
-3.23339e-05  5.00641e-09  1.31797e-07
-0.000926366  1.64825e-07  6.77761e-05
  0.00956055 -1.70973e-05    0.0259057
 -0.00018361   8.0042e-06  -0.00866835
  -0.0143107 -3.45431e-05 -2.65243e-05
 -1.4031e-08  1.23142e-05  3.46755e-07
-1.58214e-08  5.56174e-06  4.70529e-07
-1.21216e-08  1.78109e-06  7.84189e-08
-1.71153e-09  5.55597e-08  4.16592e-09
 2.82493e-10  1.05839e-09  8.13048e-11
 1.13123e-11  8.34498e-12  5.86033e-12
 9.98121e-13  3.69715e-13  1.25414e-13
  3.0961e-14  5.28115e-15  9.13874e-16
 5.75497e-16 -2.04901e-17  5.24221e-17
 2.53741e-17  1.16574e-18  6.74245e-19
 3.17786e-19  6.69358e-21  6.35272e-21
 6.53068e-21 -1.44208e-23  1.36552e-22
 1.00279e-22  2.84224e-24  7.96951e-24
 1.91071e-24  1.15833e-23  4.58229e-23
-4.45035e-24  7.88526e-23  2.49532e-23
-6.28324e-23  3.09727e-22   8.8704e-23
-1.35067e-21  1.15812e-21  1.19246e-21
 -1.9079e-20  1.00724e-20  2.14923e-20
-2.16306e-20 -5.80425e-20  3.88096e-19
-2.23095e-18 -6.37437e-19  3.14728e-18
-3.44076e-18 -6.66071e-18  5.41128e-17
 4.90327e-17 -1.63052e-16   5.7803e-16
-5.45162e-15 -3.32443e-16  3.22268e-15
-8.28567e-13  3.06257e-15   5.9279e-14
-8.84566e-10 -2.76196e-12  2.13464e-12
-3.49162e-07 -2.27652e-09   1.2573e-09
-8.01338e-06 -1.31309e-06  8.33408e-07
   8.675e-05 -0.000266737   0.00014612
  -1.221e-06  -0.00955145  0.000499889
-0.000128531  0.000260903   1.2113e-05
-1.91981e-10  3.06664e-07  6.65145e-09
-2.51026e-10  1.94213e-07  5.25722e-09
-2.04756e-10  2.35502e-08  8.80738e-10
-1.85965e-11  1.41355e-09  4.58449e-11
 1.54751e-12  2.05127e-11  3.99161e-12
 3.48943e-13  1.04526e-12   1.3885e-13
 2.52453e-14  1.83064e-14  1.35675e-15
 5.49145e-16   1.5783e-16  9.17151e-17
  3.2942e-17  8.63124e-18  1.43332e-18
 5.76821e-19  6.10388e-20  1.77679e-20
 1.48327e-20  9.64718e-22  4.15028e-22
 2.58213e-22  1.47927e-23  1.21915e-23
 3.74105e-24  8.20936e-27  1.08093e-24
 9.92016e-26  1.79027e-25  1.23228e-24
-1.04857e-24  -6.7794e-25  7.41331e-24
-4.75461e-24  9.65662e-25  9.03416e-24
-2.54469e-22  -3.8295e-24  8.80407e-23
-3.86179e-21  -1.0665e-22  1.90342e-21
-3.46426e-20  2.48174e-21  3.91113e-20
-6.34627e-19  -1.0887e-19   6.2813e-19
-2.17483e-18  -3.1828e-19   8.6025e-18
-8.77978e-18 -9.49576e-18  1.12151e-16
 1.11015e-16 -2.09497e-16  1.27902e-15
-6.76077e-15  -6.2921e-16  9.67283e-15
-1.34567e-12  3.17631e-13  1.00958e-13
