 1.54396e-13  1.53769e-13  2.10783e-13
 1.59429e-13  5.57371e-13  7.25301e-13
 2.11139e-13  1.20614e-12  1.49528e-12
 3.40077e-13  2.09956e-12  2.53569e-12
 4.42154e-13  3.35489e-12  4.02367e-12
 5.74875e-13  5.06861e-12  5.95638e-12
 7.23436e-13  7.14109e-12  8.36573e-12
 9.88331e-13  1.01074e-11  1.16802e-11
 1.34535e-12  1.38186e-11  1.59049e-11
 1.67733e-12  1.86052e-11  2.15258e-11
 1.87798e-12  2.40467e-11  2.80238e-11
 2.01619e-12  3.03732e-11  3.56696e-11
  2.0762e-12  3.69412e-11  4.35565e-11
 2.10531e-12  4.44209e-11  5.24052e-11
 2.10161e-12  5.18072e-11  6.10634e-11
 1.95412e-12   5.9274e-11  6.97303e-11
 1.73695e-12  6.60038e-11  7.74964e-11
 1.31551e-12  7.16781e-11  8.40266e-11
  8.2982e-13  7.57696e-11  8.86831e-11
 2.16875e-13  7.75952e-11  9.07836e-11
-3.52205e-13   7.7699e-11  9.07827e-11
-9.14319e-13  7.52459e-11  8.79869e-11
 -1.3962e-12   7.1384e-11  8.33977e-11
-1.74616e-12  6.54764e-11  7.66758e-11
-2.02426e-12  5.88524e-11  6.89248e-11
-2.14323e-12  5.12066e-11  6.01898e-11
-2.19475e-12  4.35796e-11  5.12571e-11
-2.05684e-12  3.62161e-11  4.26978e-11
-1.92608e-12  2.92839e-11  3.45209e-11
-1.72942e-12  2.34425e-11  2.75523e-11
-1.54024e-12  1.80443e-11  2.11343e-11
-1.27952e-12  1.38028e-11  1.60753e-11
-9.99461e-13  9.93728e-12  1.15929e-11
-7.61903e-13  7.24788e-12  8.46288e-12
-5.05862e-13  4.94853e-12  5.85352e-12
-4.19878e-13  3.29762e-12  3.91786e-12
 -3.3221e-13   2.0766e-12  2.50954e-12
 -2.3042e-13  1.12651e-12  1.37416e-12
-1.56556e-13  5.21072e-13  6.29102e-13
-1.23778e-13  1.22062e-13  1.68011e-13
 5.57997e-13  1.60443e-13  7.28553e-13
 6.85614e-13   6.8198e-13  2.90911e-12
 9.72503e-13  1.57086e-12  6.15332e-12
 1.39664e-12  2.84387e-12  1.08275e-11
 1.92694e-12  4.57709e-12   1.7127e-11
 2.43169e-12  6.91616e-12  2.54608e-11
 3.21065e-12  9.99254e-12   3.6506e-11
 4.31196e-12  1.40467e-11  5.06215e-11
 5.60176e-12  1.91915e-11  6.94881e-11
 6.80726e-12   2.5452e-11  9.28134e-11
 7.79639e-12  3.28936e-11  1.21023e-10
 8.46119e-12  4.14005e-11  1.52746e-10
 9.12798e-12  5.11057e-11  1.88799e-10
  9.6076e-12  6.16187e-11  2.26769e-10
 9.58178e-12  7.27504e-11  2.66789e-10
 9.14709e-12  8.37626e-11  3.05863e-10
 8.00951e-12  9.40219e-11  3.42016e-10
 6.29923e-12  1.02569e-10  3.72043e-10
 3.79995e-12  1.08709e-10  3.93212e-10
 1.20584e-12  1.11875e-10  4.04304e-10
-1.55298e-12  1.11754e-10  4.03225e-10
-4.11441e-12  1.08537e-10  3.91941e-10
-6.33865e-12   1.0234e-10  3.69606e-10
-8.09729e-12  9.38645e-11  3.39921e-10
-9.22039e-12   8.3647e-11   3.0366e-10
-9.88671e-12  7.25324e-11  2.64402e-10
-9.72439e-12  6.12548e-11  2.24114e-10
-9.27362e-12  5.04792e-11   1.8527e-10
-8.31391e-12  4.07974e-11  1.50341e-10
-7.35474e-12  3.22052e-11  1.18499e-10
-6.35443e-12  2.49968e-11  9.19434e-11
-5.33466e-12  1.89367e-11  6.90482e-11
-4.27811e-12  1.40013e-11  5.11999e-11
 -3.2123e-12  1.00333e-11   3.6415e-11
-2.48431e-12  6.90254e-12  2.54717e-11
-1.82438e-12  4.52214e-12  1.70129e-11
-1.41067e-12  2.75277e-12  1.04411e-11
-1.00281e-12  1.51238e-12  5.86478e-12
-6.58778e-13  6.49296e-13  2.59917e-12
-5.22788e-13  1.49343e-13  6.20681e-13
 1.19747e-12  2.04707e-13  1.49343e-12
 1.56984e-12  9.53087e-13  6.13791e-12
 2.35756e-12  2.32276e-12  1.39195e-11
 3.30936e-12  4.37091e-12  2.48748e-11
 4.46826e-12  7.20067e-12  3.99906e-11
 5.92834e-12  1.09363e-11  6.00138e-11
 7.79506e-12  1.60818e-11  8.64489e-11
 1.01643e-11  2.25311e-11  1.21228e-10
 1.27357e-11  3.04592e-11  1.65319e-10
 1.53878e-11  4.01496e-11  2.20324e-10
 1.78236e-11  5.17219e-11  2.86182e-10
 2.02712e-11   6.5631e-11  3.63144e-10
 2.23909e-11  8.16667e-11  4.49784e-10
 2.39046e-11  9.95378e-11  5.45477e-10
 2.44742e-11  1.18722e-10   6.4589e-10
 2.34912e-11  1.37878e-10  7.45795e-10
 2.08184e-11  1.55987e-10  8.38348e-10
  1.6213e-11  1.71157e-10   9.1655e-10
  1.0283e-11   1.8225e-10  9.72291e-10
 3.28198e-12  1.87959e-10  1.00061e-09
-3.74167e-12  1.88004e-10  9.99951e-10
-1.04646e-11  1.82293e-10  9.69761e-10
-1.62746e-11  1.71433e-10  9.13618e-10
-2.06694e-11  1.56421e-10  8.35994e-10
-2.36196e-11   1.3853e-10   7.4351e-10
-2.47685e-11  1.19216e-10  6.43261e-10
-2.44575e-11  1.00043e-10  5.41904e-10
-2.26122e-11  8.17893e-11  4.46136e-10
-2.02483e-11  6.56258e-11  3.58425e-10
-1.75397e-11  5.13945e-11  2.82881e-10
-1.47656e-11  3.97263e-11  2.17872e-10
 -1.2245e-11   2.9943e-11  1.64436e-10
-9.85496e-12  2.22592e-11   1.2089e-10
-7.82446e-12  1.59146e-11  8.67727e-11
 -5.9793e-12  1.10179e-11   6.0165e-11
-4.53275e-12  7.11742e-12  3.96475e-11
-3.30301e-12  4.24005e-12  2.44488e-11
-2.30626e-12  2.28064e-12  1.32652e-11
 -1.5196e-12  9.66524e-13  5.79805e-12
-1.12368e-12  2.17581e-13  1.35943e-12
  2.0718e-12  3.13568e-13   2.4934e-12
 2.81879e-12  1.34043e-12  1.06975e-11
 4.38315e-12  3.22851e-12   2.4732e-11
 6.29623e-12  6.16651e-12  4.55052e-11
 8.53474e-12  1.04322e-11  7.40253e-11
  1.1377e-11  1.62274e-11  1.12618e-10
  1.4913e-11  2.36952e-11  1.63442e-10
 1.88801e-11  3.31299e-11  2.29302e-10
 2.35648e-11  4.49419e-11  3.13335e-10
 2.86291e-11  5.95708e-11  4.17383e-10
  3.4133e-11   7.7891e-11  5.44326e-10
  3.9577e-11  1.00266e-10  6.94814e-10
 4.45558e-11  1.26374e-10  8.68655e-10
 4.85188e-11  1.56451e-10  1.06204e-09
 5.00657e-11  1.88405e-10  1.26761e-09
 4.86633e-11  2.21787e-10  1.47515e-09
 4.34063e-11  2.52584e-10  1.66875e-09
 3.43102e-11  2.79468e-10  1.83245e-09
 2.17531e-11  2.98705e-10  1.95062e-09
 7.36892e-12  3.09198e-10  2.01271e-09
-7.62581e-12  3.09329e-10  2.01154e-09
-2.18355e-11  2.99236e-10  1.94904e-09
-3.39492e-11  2.80171e-10  1.83048e-09
-4.31279e-11  2.53791e-10  1.66745e-09
-4.86814e-11  2.22739e-10  1.47435e-09
-5.05249e-11  1.89916e-10  1.26645e-09
-4.90111e-11  1.57278e-10  1.05915e-09
-4.52022e-11  1.27671e-10  8.64417e-10
-3.98665e-11  1.00561e-10  6.90198e-10
-3.40845e-11  7.84154e-11  5.39749e-10
-2.84015e-11  5.92411e-11  4.13551e-10
-2.31695e-11  4.43879e-11  3.10509e-10
-1.85246e-11  3.23003e-11  2.27669e-10
-1.45498e-11  2.31003e-11  1.62707e-10
-1.13199e-11  1.59346e-11  1.12161e-10
-8.63366e-12  1.03301e-11  7.37501e-11
 -6.2551e-12   6.1927e-12  4.49511e-11
-4.27468e-12  3.19398e-12  2.41996e-11
-2.74017e-12    1.362e-12  1.02879e-11
-2.03216e-12  3.30306e-13  2.45027e-12
 3.28423e-12   4.3656e-13  3.94884e-12
 4.51658e-12  1.85255e-12  1.68178e-11
 7.14966e-12  4.33201e-12  3.94453e-11
 1.04966e-11  8.34426e-12   7.3574e-11
 1.45408e-11  1.42324e-11  1.21783e-10
 1.92486e-11  2.23237e-11  1.87081e-10
 2.48422e-11  3.26995e-11  2.73234e-10
  3.1728e-11  4.61461e-11  3.85088e-10
 3.97412e-11  6.35938e-11  5.28038e-10
 4.92505e-11   8.6106e-11  7.08702e-10
 5.99269e-11  1.14851e-10  9.32268e-10
 7.07718e-11  1.50299e-10  1.20265e-09
 8.12449e-11  1.93616e-10  1.52001e-09
 8.91963e-11  2.42558e-10  1.87695e-09
  9.3568e-11  2.97128e-10  2.26268e-09
 9.15909e-11  3.52358e-10    2.652e-09
 8.22076e-11  4.05631e-10  3.02066e-09
  6.5378e-11  4.50842e-10  3.33278e-09
 4.20562e-11  4.84304e-10    3.562e-09
 1.46212e-11  5.02576e-10  3.68131e-09
 -1.4421e-11   5.0246e-10  3.68201e-09
-4.16488e-11  4.85602e-10  3.56145e-09
-6.47811e-11  4.51977e-10  3.33463e-09
-8.18431e-11  4.07248e-10  3.02242e-09
-9.14564e-11  3.53876e-10    2.655e-09
-9.39894e-11  2.98534e-10  2.26292e-09
 -8.9981e-11  2.44265e-10  1.87682e-09
-8.19664e-11  1.94591e-10  1.51604e-09
-7.15051e-11  1.51753e-10  1.19849e-09
-6.02173e-11  1.15176e-10  9.26159e-10
-4.96715e-11   8.6464e-11  7.03717e-10
-3.97014e-11  6.32335e-11  5.23046e-10
-3.14532e-11  4.56201e-11  3.81155e-10
-2.43569e-11  3.20378e-11  2.70548e-10
 -1.8832e-11  2.17349e-11  1.85594e-10
