 1.49051e-14  1.38548e-14  2.02981e-14
 4.75699e-14  2.73795e-13  2.55754e-13
 9.74747e-14  3.92723e-13  2.80302e-13
 9.92115e-14  6.09497e-13  5.62981e-13
 1.90629e-13  1.21795e-12  1.39373e-12
  2.8017e-13  2.21813e-12  2.37015e-12
 4.18985e-13   4.0179e-12  3.85065e-12
  8.7544e-13  6.75335e-12  5.72622e-12
 1.35054e-12  1.05051e-11  8.06981e-12
 1.79219e-12   1.5884e-11  1.24333e-11
 2.54446e-12  2.42473e-11  1.89195e-11
 3.31378e-12  3.40181e-11  2.81934e-11
 3.71046e-12   4.6392e-11  3.93414e-11
 4.37878e-12   6.0626e-11  5.38165e-11
 4.47644e-12  7.55134e-11  6.81868e-11
  4.3667e-12  9.23191e-11  8.45382e-11
 3.73231e-12  1.06738e-10  9.85638e-11
 3.00348e-12  1.21287e-10  1.11895e-10
 1.75222e-12  1.29358e-10  1.20075e-10
 4.95433e-13  1.35811e-10  1.25545e-10
-7.21884e-13  1.33543e-10  1.24306e-10
-1.77285e-12  1.29885e-10  1.20729e-10
-2.89784e-12  1.18097e-10  1.10609e-10
 -3.9029e-12  1.05979e-10  9.92404e-11
-4.36976e-12  8.84558e-11  8.27684e-11
-4.45431e-12  7.38516e-11  6.84449e-11
-4.29195e-12  5.76705e-11  5.19437e-11
-4.20218e-12  4.52585e-11  3.92913e-11
-3.40977e-12  3.28568e-11  2.65548e-11
 -2.7221e-12  2.32564e-11  1.79526e-11
 -1.6083e-12  1.51955e-11  1.11474e-11
-9.76413e-13  9.29739e-12  7.15609e-12
-4.98636e-13  5.82074e-12  4.91143e-12
-3.43493e-13  3.19541e-12  3.38168e-12
-1.83122e-13    2.263e-12  2.54949e-12
-1.62897e-13  1.35461e-12  1.30889e-12
-1.81584e-13  1.23125e-12  8.56195e-13
-3.96593e-14  9.58069e-13  5.52344e-13
-1.14618e-13  4.74494e-13  4.28455e-13
-1.46765e-13  9.98768e-14  1.62102e-13
 2.74845e-13  4.03076e-14  2.49768e-13
 2.37004e-13  2.34456e-13  7.14295e-13
 2.20935e-13   5.7307e-13  1.72128e-12
 4.87335e-13  9.74947e-13   3.0884e-12
 9.60955e-13  1.78252e-12  5.24884e-12
 1.63482e-12  3.33772e-12  9.83172e-12
 2.66853e-12  5.92935e-12  1.61388e-11
 4.06142e-12  1.03127e-11  2.58159e-11
 5.75188e-12  1.68827e-11  4.23255e-11
 8.68161e-12  2.62873e-11  6.53263e-11
 1.16433e-11  3.87109e-11  9.73738e-11
 1.43484e-11  5.42852e-11  1.39447e-10
 1.71769e-11  7.27633e-11  1.90272e-10
 1.89346e-11  9.40901e-11  2.50062e-10
 2.05764e-11  1.19023e-10  3.19656e-10
  2.0128e-11  1.45026e-10   3.9133e-10
 1.85569e-11  1.71343e-10  4.62269e-10
 1.44593e-11  1.94117e-10  5.22486e-10
 9.20131e-12  2.11556e-10  5.69616e-10
 2.56877e-12  2.20215e-10  5.90524e-10
-3.73372e-12  2.19992e-10  5.92201e-10
-9.58444e-12  2.10673e-10   5.6637e-10
-1.50782e-11  1.93366e-10  5.25246e-10
-1.89939e-11  1.69755e-10  4.61076e-10
-2.07525e-11  1.42639e-10  3.91632e-10
-1.99177e-11   1.1579e-10  3.16326e-10
-1.87208e-11  9.10855e-11  2.49807e-10
-1.65284e-11   6.9736e-11  1.86664e-10
-1.45382e-11  5.17231e-11  1.34274e-10
-1.14995e-11  3.72432e-11  9.22148e-11
-8.66129e-12  2.54387e-11  5.99952e-11
 -5.5545e-12  1.62228e-11  3.85808e-11
-3.48892e-12  9.51844e-12  2.31446e-11
-2.05342e-12  5.50441e-12  1.50437e-11
-1.02787e-12  3.23523e-12  9.22044e-12
-6.64286e-13  2.02258e-12  6.31475e-12
-2.96903e-13  1.44651e-12  3.84483e-12
-4.39602e-13  8.89486e-13  2.50693e-12
-5.43714e-13  4.59151e-13  1.84341e-12
-5.21383e-13   1.1479e-13  4.47188e-13
 4.03202e-13      6.6e-14  2.97325e-13
 5.80332e-13  2.28885e-13  1.75593e-12
 7.94427e-13  7.80977e-13  4.03951e-12
  1.1946e-12  1.98066e-12  7.95629e-12
 2.44829e-12  3.43256e-12  1.38039e-11
 4.25299e-12  5.78672e-12  2.29975e-11
 7.20225e-12  1.09532e-11  4.09127e-11
 1.16549e-11   1.9372e-11  7.21162e-11
 1.71865e-11  3.23359e-11  1.18119e-10
 2.35678e-11  5.08947e-11  1.84973e-10
 3.05615e-11  7.25541e-11  2.73391e-10
 3.74166e-11  1.00734e-10  3.84429e-10
 4.33984e-11  1.33666e-10  5.23519e-10
 5.09346e-11  1.76744e-10  6.93022e-10
  5.5961e-11  2.24903e-10  8.84141e-10
 5.74561e-11  2.79635e-10  1.09162e-09
 5.37644e-11  3.34377e-10  1.29313e-09
 4.40889e-11  3.82274e-10  1.47178e-09
 2.84421e-11  4.20251e-10   1.6016e-09
 8.98397e-12  4.38132e-10  1.67201e-09
-1.04137e-11  4.40866e-10  1.66938e-09
-2.88644e-11  4.19441e-10   1.6014e-09
-4.45629e-11  3.85875e-10  1.46969e-09
-5.57247e-11   3.3491e-10  1.29378e-09
-5.92767e-11  2.81807e-10  1.08923e-09
-5.65224e-11  2.24388e-10  8.84012e-10
 -5.0544e-11  1.74328e-10  6.89874e-10
-4.35943e-11  1.30618e-10  5.22002e-10
-3.57924e-11  9.59451e-11  3.79218e-10
-2.88491e-11  6.98863e-11  2.65326e-10
-2.26014e-11   4.8702e-11  1.77031e-10
-1.69137e-11  3.29544e-11  1.10941e-10
-1.10893e-11  1.94575e-11    6.709e-11
 -6.3544e-12  1.15239e-11  3.81899e-11
-3.48025e-12  6.08609e-12   2.2872e-11
 -1.7787e-12  3.27202e-12  1.47106e-11
 -1.2297e-12  1.73057e-12  1.02813e-11
-1.03817e-12  8.64896e-13   6.6359e-12
-8.89314e-13  4.67504e-13  2.56628e-12
-8.35487e-13  1.51489e-13  5.08265e-13
 6.69412e-13  1.27395e-13  5.68467e-13
 1.00138e-12  5.07973e-13  2.96815e-12
 1.97889e-12  1.32257e-12  8.23999e-12
 3.23289e-12  3.28293e-12   1.5964e-11
 4.92724e-12  6.50239e-12  2.88766e-11
 9.49048e-12  1.22557e-11  5.30519e-11
 1.66854e-11  2.22759e-11  9.41567e-11
 2.59236e-11  3.74792e-11  1.61578e-10
 3.82214e-11  5.96192e-11  2.63128e-10
 5.08209e-11   8.8544e-11  4.05343e-10
  6.5401e-11  1.29712e-10  6.03941e-10
 8.19738e-11   1.8501e-10  8.66249e-10
 1.02645e-10  2.61292e-10  1.20427e-09
 1.21848e-10  3.57571e-10  1.60746e-09
 1.36661e-10  4.68359e-10  2.07933e-09
 1.43231e-10  5.91104e-10  2.57469e-09
 1.33834e-10  7.07322e-10  3.06463e-09
 1.10667e-10  8.15525e-10  3.49424e-09
 7.15961e-11  8.89083e-10  3.81218e-09
 2.54208e-11   9.3521e-10  3.98202e-09
-2.48754e-11  9.31368e-10  3.97499e-09
 -7.1292e-11   8.9545e-10  3.80874e-09
-1.09796e-10  8.14562e-10  3.48496e-09
-1.35318e-10  7.15813e-10  3.05792e-09
-1.44138e-10  5.95396e-10  2.56401e-09
 -1.3999e-10  4.78891e-10  2.06813e-09
-1.23727e-10  3.63368e-10  1.60601e-09
 -1.0422e-10  2.67635e-10    1.198e-09
-8.22681e-11  1.88263e-10  8.68612e-10
-6.33164e-11  1.29755e-10  6.00847e-10
-4.82324e-11  8.83417e-11   4.0684e-10
-3.61235e-11  5.84207e-11  2.56637e-10
-2.55218e-11   3.8181e-11  1.56661e-10
-1.57089e-11  2.25386e-11  8.94794e-11
-9.58366e-12  1.25908e-11  5.07838e-11
-5.14301e-12  5.83057e-12  3.01913e-11
-2.70505e-12  2.66382e-12  1.89322e-11
-1.72473e-12  1.29422e-12  1.06393e-11
-1.32016e-12  3.80364e-13  3.78763e-12
-1.14231e-12  2.04929e-13  7.63345e-13
 1.21682e-12  3.46082e-13  1.34303e-12
  1.8727e-12   1.0516e-12  5.38705e-12
 3.51353e-12  2.62613e-12  1.39126e-11
