-34.782  -34.768 -34.7587 -34.7529 -34.7497 -34.7486 -34.7499 -34.7543 -34.7634 -34.7791  -34.804
-34.782  -34.768 -34.7587 -34.7529 -34.7497 -34.7486 -34.7499 -34.7543 -34.7634 -34.7791  -34.804
-25.6381  -25.144 -24.6505 -24.1599 -23.6753 -23.2132 -24.1216  -25.047 -25.9563 -26.8441 -27.7069
-25.6381  -25.144 -24.6505 -24.1599 -23.6753 -23.2132 -24.1216  -25.047 -25.9563 -26.8441 -27.7069
-25.6081 -25.1143 -24.6212 -24.1312 -23.6474 -23.1733 -22.7385 -22.2972 -21.8823 -21.5019 -21.1658
-25.6081 -25.1143 -24.6212 -24.1312 -23.6474 -23.1733 -22.7385 -22.2972 -21.8823 -21.5019 -21.1658
-18.7444 -19.5582 -20.4235 -21.3258 -22.2509 -23.1733 -22.7135 -22.2737 -21.8606 -21.4825  -21.149
-18.7444 -19.5582 -20.4235 -21.3258 -22.2509 -23.1733 -22.7135 -22.2737 -21.8606 -21.4825  -21.149
-15.3413 -14.4921 -13.6383 -12.7841 -11.9349 -11.1052 -12.3907 -13.8611 -15.3086  -16.705 -18.0362
-15.3413 -14.4921 -13.6383 -12.7841 -11.9349 -11.1052 -12.3907 -13.8611 -15.3086  -16.705 -18.0362
-15.2748 -14.4244 -13.5695 -12.7143 -11.8641 -11.1052 -11.4957  -11.995 -12.5463 -13.1457 -13.7885
-15.2748 -14.4244 -13.5695 -12.7143 -11.8641 -11.1052 -11.4957  -11.995 -12.5463 -13.1457 -13.7885
-13.9475 -13.2764 -12.5949 -11.9115 -11.2555   -11.03 -11.4734 -11.9769 -12.5332 -13.1378 -13.7861
-13.9475 -13.2764 -12.5949 -11.9115 -11.2555   -11.03 -11.4734 -11.9769 -12.5332 -13.1378 -13.7861
-9.75344 -9.88908 -10.0868 -10.3471 -10.6692   -11.03 -10.2755 -9.48356 -8.72974  -8.0268 -8.16174
-9.75344 -9.88908 -10.0868 -10.3471 -10.6692   -11.03 -10.2755 -9.48356 -8.72974  -8.0268 -8.16174
