   0.277922    0.180689    0.103216   0.0465989    0.011845 1.26593e-06   0.0122885   0.0502359    0.115811     0.21153    0.340533
   0.277922    0.180689    0.103216   0.0465989    0.011845 1.26593e-06   0.0122885   0.0502359    0.115811     0.21153    0.340533
    2.28714     2.19313     2.11402     2.05264     2.01244     1.99776     2.02987     2.11855     2.25206     2.42131     2.61957
    2.28714     2.19313     2.11402     2.05264     2.01244     1.99776     2.02987     2.11855     2.25206     2.42131     2.61957
    2.53186     2.37004     2.22764     2.11047     2.02838     1.99776     2.01297      2.0647      2.1639     2.32563      2.5713
    2.53187     2.37004     2.22764     2.11047     2.02838     1.99776     2.01297      2.0647      2.1639     2.32563      2.5713
    6.23244     2.38133       2.188     2.06997     2.01294      1.9975     2.01364     2.07259     2.19471     2.40371     2.72634
    6.23247     2.38134       2.188     2.06997     2.01294      1.9975     2.01364     2.07259     2.19471     2.40372     2.72634
    2.66059     6.15405     6.08692     6.03408     5.99916     5.98592     5.86795     5.65739      5.4786     5.36757     5.31972
    2.66061     6.15405     6.08692     6.03408     5.99916     5.98592     5.86795      5.6574     5.47858     5.36756     5.31972
    6.74295     6.50934      6.3022     6.13624     6.02649     5.98592     6.02889     6.15919      6.3792     6.66242     6.67795
    6.74332      6.5096     6.30227     6.13625     6.02649     5.98592     6.02889     6.15923     6.37927     6.66258     6.67803
    3.67028     3.99451      4.5047     5.18688       5.785     5.98741     5.99764     5.76366     4.96454     5.64473     6.64266
    3.67025      3.9946      4.5047     5.18688       5.785     5.98741     5.99764     5.76366     4.96453     5.64472     6.64241
    6.09661     5.80397     4.79613     2.07031    0.814473 2.20216e-05     2.62059     4.44931     6.15645      6.3357     9.09076
    6.09762     5.80419     4.79585     2.06997    0.814468 2.20218e-05     2.62058      4.4493     6.15647     6.33573     9.09076
    12.1743     4.55807     4.44101     5.92024     5.99881     5.98485     3.58319     2.54478     2.42861     9.54715     6.63163
    12.1743     4.55735     4.44057     5.92027     5.99881     5.98485     3.58319     2.54476     2.42864     9.54715     6.63168
    5.27215     12.1046     12.0448     11.9971     5.47006     5.98485     6.00599      6.0871     10.1657     2.66709     11.7219
    5.27016     12.1046     12.0448     11.9971     5.47005     5.98485       6.006     6.08709     10.1658     2.66824     11.7209
