 1.08728 0.969053 0.874938 0.806292 0.764274 0.750001 0.764712 0.809925 0.887596  1.00024  1.15101
 1.08728 0.969053 0.874938 0.806292 0.764274 0.750001 0.764712 0.809925 0.887596  1.00024  1.15101
 4.08159  3.97305  3.88163  3.81066  3.76418   3.7472  3.72221  3.71473   3.7687  3.88232   4.0441
 4.08159  3.97305  3.88163  3.81066  3.76418   3.7472  3.72221  3.71473   3.7687  3.88232   4.0441
 3.61452   3.5282   3.5087  3.57232  3.68985   3.7472  3.76177  3.81543  3.92065  4.08856    4.323
 3.61453   3.5282   3.5087  3.57232  3.68985   3.7472  3.76177  3.81543  3.92065  4.08855    4.323
 8.98818  1.80301  1.44971  1.12654 0.856356 0.748754 0.829082  1.00192   1.2313  1.53908   1.9763
 8.98821  1.80301  1.44971  1.12654 0.856356 0.748754 0.829082  1.00192   1.2313  1.53909  1.97629
 2.20968  8.90504  8.83444  8.77986  8.74531  8.73315  8.55646  8.20614  7.85303  7.56818  7.36519
  2.2097  8.90504  8.83444  8.77986  8.74531  8.73315  8.55646  8.20614  7.85301  7.56818  7.36519
 9.28856  9.12525  8.97785  8.85469   8.7683  8.73315  8.77191  8.88462   9.0541   9.1005  7.24218
 9.28893  9.12553  8.97792  8.85469   8.7683  8.73315  8.77191  8.88466  9.05419  9.10067  7.24194
 5.39947  5.89595  6.64585  7.61783  8.45311  8.73614   8.7324  7.77588  3.98694  4.93786  7.88929
 5.39952  5.89604  6.64585  7.61782  8.45311  8.73614   8.7324  7.77588  3.98694  4.93779  7.88829
 4.46253  4.18978  3.80832  2.56063  1.35656 0.750023  2.20079  4.24118  8.91992  9.12266  11.8519
 4.46235  4.18971  3.80823  2.56049  1.35655 0.750023  2.20078  4.24118  8.91994  9.12269  11.8519
 15.9157  4.96212   3.9935   3.7921  3.76423  3.73865  2.58352  2.21811  2.36049  12.5423  9.45323
 15.9157  4.96206   3.9934  3.79211  3.76423  3.73865  2.58352   2.2181  2.36052  12.5423  9.45329
 5.89866  15.8446  15.7843  15.7373   3.5151  3.73865  3.76767  3.86787  13.4083  2.72871  14.1343
 5.89884  15.8446  15.7843  15.7373  3.51509  3.73865  3.76768  3.86786  13.4085  2.72923  14.1307
